Kraj,Trida,Sesk,Podsesk,Pol,Para,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2024 VKT
Hlavní město Praha,Běžné výdaje,51,513,5137,2219,29194.4,296394.52,205078.94,312355.92,971962.72,29494.46,416280.3,286456.74,160696.07,127276.38,0.0,0.0
Hlavní město Praha,Běžné výdaje,51,513,5137,2221,0.0,0.0,0.0,34945.4,5106.2,0.0,0.0,11616.0,0.0,0.0,0.0,0.0
Hlavní město Praha,Běžné výdaje,51,513,5137,2229,11858.0,57293.5,0.0,0.0,0.0,53185.55,76644.0,18648.52,19670.37,44446.52,0.0,0.0
Hlavní město Praha,Běžné výdaje,51,513,5137,2299,0.0,40882.0,0.0,40612.44,11084.0,51711.0,0.0,0.0,0.0,0.0,0.0,0.0
Hlavní město Praha,Běžné výdaje,51,513,5137,2310,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57400.0,179745.5,0.0,0.0
Hlavní město Praha,Běžné výdaje,51,513,5137,2321,0.0,0.0,0.0,290400.0,0.0,3793.5,0.0,4192.65,0.0,0.0,0.0,0.0
Hlavní město Praha,Běžné výdaje,51,513,5137,2333,53719.0,0.0,0.0,0.0,0.0,0.0,0.0,39072.47,0.0,0.0,0.0,0.0
Hlavní město Praha,Běžné výdaje,51,513,5137,2349,0.0,0.0,0.0,0.0,0.0,9765.0,14820.0,6500.0,33679.0,7960.0,0.0,0.0
Hlavní město Praha,Běžné výdaje,51,513,5137,2399,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32283.0,0.0,0.0
Hlavní město Praha,Běžné výdaje,51,513,5137,2411,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9955.22,0.0,0.0,0.0
Hlavní město Praha,Běžné výdaje,51,513,5137,2510,0.0,0.0,0.0,0.0,0.0,0.0,11652.0,0.0,0.0,0.0,0.0,0.0
Hlavní město Praha,Běžné výdaje,51,513,5137,3111,8712053.36,11389910.0,17991851.12,8651799.34,8037897.3,9051951.23,8361564.65,12607661.91,7276584.35,9020379.26,0.0,0.0
Hlavní město Praha,Běžné výdaje,51,513,5137,3113,10869327.91,13962113.09,33072379.87,33904878.48,25922743.75,25971272.26,21412844.43,21786893.41,21661962.55,18176116.6,0.0,0.0
Hlavní město Praha,Běžné výdaje,51,513,5137,3115,176273.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hlavní město Praha,Běžné výdaje,51,513,5137,3117,1274541.51,149716.0,3850943.67,781629.5,571326.91,0.0,553806.25,2177601.8,182961.7,0.0,0.0,0.0
Hlavní město Praha,Běžné výdaje,51,513,5137,3118,0.0,0.0,0.0,0.0,0.0,544651.75,0.0,0.0,0.0,538399.83,0.0,0.0
Hlavní město Praha,Běžné výdaje,51,513,5137,3119,0.0,0.0,109812.04,1716722.0,997268.24,1429205.1,634229.59,161355.0,13990.0,7546.4100000000035,0.0,143381.86
Hlavní město Praha,Běžné výdaje,51,513,5137,3141,1035886.19,164637.65,1578939.36,313666.7,602144.4,0.0,0.0,25724.6,0.0,6890.0,0.0,0.0
Hlavní město Praha,Běžné výdaje,51,513,5137,3143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35753.0,0.0,0.0,0.0,0.0
Hlavní město Praha,Běžné výdaje,51,513,5137,3144,56215.0,0.0,0.0,63653.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hlavní město Praha,Běžné výdaje,51,513,5137,3149,0.0,15816.0,0.0,0.0,0.0,0.0,0.0,7756.0,374.0,0.0,0.0,0.0
Hlavní město Praha,Běžné výdaje,51,513,5137,3231,0.0,0.0,0.0,1487504.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hlavní město Praha,Běžné výdaje,51,513,5137,3233,0.0,0.0,189078.8,11284.14,32560.0,67463.0,10448.49,8530.3,11298.0,0.0,0.0,0.0
Hlavní město Praha,Běžné výdaje,51,513,5137,3291,0.0,0.0,0.0,0.0,0.0,6292.0,0.0,0.0,0.0,0.0,0.0,0.0
Hlavní město Praha,Běžné výdaje,51,513,5137,3292,0.0,34398.0,348480.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hlavní město Praha,Běžné výdaje,51,513,5137,3299,0.0,227252.41,92150.66,330305.7,204710.01,954939.76,143208.79,86963.0,1862389.42,803803.0,0.0,37109.0
Hlavní město Praha,Běžné výdaje,51,513,5137,3311,295083.51,19965.0,85790.79,34534.99,0.0,11179.64,19639.2,0.0,0.0,40191.24,0.0,0.0
Hlavní město Praha,Běžné výdaje,51,513,5137,3312,39545.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hlavní město Praha,Běžné výdaje,51,513,5137,3313,13552.0,19745.0,24757.0,23848.0,23902.0,8517.0,17579.0,4998.0,0.0,33704.0,0.0,0.0
Hlavní město Praha,Běžné výdaje,51,513,5137,3314,154627.27,584089.24,2045183.42,338862.39,750118.34,629152.51,392658.27,220123.1,458952.07,184524.56,0.0,6000.0
Hlavní město Praha,Běžné výdaje,51,513,5137,3315,4660.0,40682.0,42916.38,79856.69,85732.15,63913.0,620701.57,358038.6,17861.9,52532.59,0.0,0.0
Hlavní město Praha,Běžné výdaje,51,513,5137,3317,42066.0,193951.0,375463.0,145843.0,124608.0,0.0,0.0,302450.0,0.0,0.0,0.0,0.0
Hlavní město Praha,Běžné výdaje,51,513,5137,3319,1161173.35,1704504.49,1977654.58,1251806.8,463374.89,2153928.87,1488495.2,770822.07,1081687.31,1306801.06,0.0,0.0
Hlavní město Praha,Běžné výdaje,51,513,5137,3322,3267.0,26460.0,19679.4,102647.62,1460711.15,115952.08,41055.91,0.0,9700.0,0.0,0.0,0.0
Hlavní město Praha,Běžné výdaje,51,513,5137,3326,144024.0,42825.53,43076.0,64749.0,18400.0,24880.0,17545.0,29710.0,82763.8,66099.0,0.0,0.0
Hlavní město Praha,Běžné výdaje,51,513,5137,3329,27898.0,0.0,72600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hlavní město Praha,Běžné výdaje,51,513,5137,3349,0.0,0.0,0.0,0.0,0.0,59834.14,30905.0,1998.0,0.0,0.0,0.0,0.0
Hlavní město Praha,Běžné výdaje,51,513,5137,3391,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3714.7,0.0,0.0,0.0
Hlavní město Praha,Běžné výdaje,51,513,5137,3392,78820.31,9350.0,47578.0,25692.0,2593195.29,35779.7,110509.46,20965.0,50253.68,13586.0,0.0,0.0
Hlavní město Praha,Běžné výdaje,51,513,5137,3399,216464.9,522848.1,215647.5,327995.51,301023.65,1310783.0,753231.77,406305.14,1046793.33,962103.3200000001,0.0,158531.0
Hlavní město Praha,Běžné výdaje,51,513,5137,3412,327235.26,1904577.05,1004448.95,877630.33,7819209.63,432275.33,1260062.76,742095.28,778869.14,1589000.53,0.0,0.0
Hlavní město Praha,Běžné výdaje,51,513,5137,3419,75900.44,342627.0,225431.16,963349.2,1045358.55,215308.6,109672.8,183052.3,72945.64,313563.5,0.0,0.0
Hlavní město Praha,Běžné výdaje,51,513,5137,3421,656432.75,1983216.58,695533.69,2839891.87,1589806.47,2152940.97,1825057.52,3028536.19,1792866.92,1634746.58,0.0,0.0
Hlavní město Praha,Běžné výdaje,51,513,5137,3429,125069.9,157909.15,1068816.37,435477.15,165500.0,53001.13,2649068.42,1697112.11,909481.51,214687.32,0.0,0.0
Hlavní město Praha,Běžné výdaje,51,513,5137,3511,12123.0,0.0,0.0,0.0,0.0,0.0,0.0,12897.0,0.0,0.0,0.0,0.0
Hlavní město Praha,Běžné výdaje,51,513,5137,3519,0.0,0.0,0.0,301338.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hlavní město Praha,Běžné výdaje,51,513,5137,3523,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hlavní město Praha,Běžné výdaje,51,513,5137,3532,0.0,0.0,0.0,0.0,0.0,197344.0,0.0,199443.0,0.0,0.0,0.0,0.0
Hlavní město Praha,Běžné výdaje,51,513,5137,3539,274898.09,232343.8,127578.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hlavní město Praha,Běžné výdaje,51,513,5137,3541,213999.0,169460.0,73273.0,133616.43,96328.0,57970.27,57641.0,23690.0,21295.05,37701.05,0.0,0.0
Hlavní město Praha,Běžné výdaje,51,513,5137,3549,7000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hlavní město Praha,Běžné výdaje,51,513,5137,3569,0.0,0.0,0.0,0.0,0.0,232447.84,139393.82,0.0,0.0,0.0,0.0,0.0
Hlavní město Praha,Běžné výdaje,51,513,5137,3599,0.0,43354.0,39930.0,143199.0,0.0,71068.75,0.0,0.0,0.0,151050.0,0.0,0.0
Hlavní město Praha,Běžné výdaje,51,513,5137,3612,3398867.0,983366.3,351255.06,668074.55,23073.75,102635.5,17304.4,182190.26,162749.96,329225.33,0.0,0.0
Hlavní město Praha,Běžné výdaje,51,513,5137,3613,24938.5,732052.4,295616.92,688337.43,1350564.92,686040.29,344698.17,754001.86,324369.4,579521.55,0.0,0.0
Hlavní město Praha,Běžné výdaje,51,513,5137,3614,0.0,0.0,0.0,147348.93,287495.0,0.0,10029.69,5550.0,0.0,0.0,0.0,0.0
Hlavní město Praha,Běžné výdaje,51,513,5137,3619,0.0,0.0,0.0,9894875.75,0.0,0.0,0.0,74959.5,0.0,0.0,0.0,0.0
Hlavní město Praha,Běžné výdaje,51,513,5137,3631,0.0,62398.0,0.0,0.0,0.0,130268.42,35034.0,0.0,73889.0,394759.32,0.0,0.0
Hlavní město Praha,Běžné výdaje,51,513,5137,3632,29898.0,300840.15,129020.0,132779.0,39781.0,29860.0,50047.64,67038.37,267025.28,89363.15,0.0,0.0
Hlavní město Praha,Běžné výdaje,51,513,5137,3635,0.0,85171.6,0.0,187624.0,0.0,7394.0,10800.0,42000.0,0.0,254926.36,0.0,0.0
Hlavní město Praha,Běžné výdaje,51,513,5137,3636,0.0,718031.0,210994.75,2717391.62,204654.88,237476.07,137735.37,51362.0,51293.61,363897.68,0.0,0.0
Hlavní město Praha,Běžné výdaje,51,513,5137,3639,337366.68,542431.23,854241.7,6666951.93,11944281.34,2709009.28,1433403.04,3779802.04,3808998.74,1039062.98,0.0,0.0
Hlavní město Praha,Běžné výdaje,51,513,5137,3699,49889.0,986117.0,99913.54,566073.18,3153535.73,351919.0,41116.81,1637554.42,222180.86,429689.62,0.0,3587.4
Hlavní město Praha,Běžné výdaje,51,513,5137,3716,0.0,0.0,0.0,0.0,0.0,0.0,0.0,147015.0,0.0,0.0,0.0,0.0
Hlavní město Praha,Běžné výdaje,51,513,5137,3719,0.0,0.0,36339.4,63646.0,190271.9,0.0,14338.5,0.0,0.0,0.0,0.0,0.0
Hlavní město Praha,Běžné výdaje,51,513,5137,3722,1554791.5,297914.0,46445.4,139006.0,47591.0,204116.0,136778.0,391314.23,161136.64,279660.84,0.0,0.0
Hlavní město Praha,Běžné výdaje,51,513,5137,3725,0.0,175043.8,1165956.0,9732300.75,1016255.0,129530.5,3928712.07,35968.0,0.0,-67347.96999999997,0.0,1336055.96
Hlavní město Praha,Běžné výdaje,51,513,5137,3726,0.0,0.0,0.0,512785.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hlavní město Praha,Běžné výdaje,51,513,5137,3727,0.0,0.0,422048.0,0.0,14231.0,43577.0,2033034.34,0.0,0.0,7196.0,0.0,0.0
Hlavní město Praha,Běžné výdaje,51,513,5137,3742,32065.0,0.0,37446.0,0.0,0.0,0.0,0.0,11355.25,4513.3,0.0,0.0,0.0
Hlavní město Praha,Běžné výdaje,51,513,5137,3743,0.0,0.0,0.0,0.0,0.0,0.0,34606.0,0.0,0.0,0.0,0.0,0.0
Hlavní město Praha,Běžné výdaje,51,513,5137,3744,191809.0,27830.0,0.0,8128.8,116775.0,0.0,0.0,0.0,0.0,1548.0,0.0,0.0
Hlavní město Praha,Běžné výdaje,51,513,5137,3745,12246190.01,13402678.42,14026776.88,12046245.06,8592211.71,11267990.28,11297100.45,16151780.56,17285506.9,16501664.13,0.0,0.0
Hlavní město Praha,Běžné výdaje,51,513,5137,3749,70512.0,46692.0,1167469.0,108223.0,140030.0,7400.0,0.0,0.0,0.0,1197.9,0.0,0.0
Hlavní město Praha,Běžné výdaje,51,513,5137,3769,0.0,0.0,0.0,0.0,0.0,1058013.06,15686682.0,7692300.0,20478009.75,3507166.5,0.0,0.0
Hlavní město Praha,Běžné výdaje,51,513,5137,3792,32839.0,2178.0,74657.0,50626.5,42713.0,30245.0,81070.0,93533.0,0.0,3811.5,0.0,0.0
Hlavní město Praha,Běžné výdaje,51,513,5137,3809,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hlavní město Praha,Běžné výdaje,51,513,5137,3900,0.0,0.0,7617.0,0.0,0.0,116326.5,6399.0,89235.0,46950.0,1045.0,0.0,0.0
Hlavní město Praha,Běžné výdaje,51,513,5137,4227,47799.0,106381.0,29850.0,8022.0,43233.98,65324.49,73063.0,47668.3,20828.0,35360.28,0.0,0.0
Hlavní město Praha,Běžné výdaje,51,513,5137,4229,40897.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hlavní město Praha,Běžné výdaje,51,513,5137,4319,0.0,27827.0,0.0,0.0,2000.0,5990.0,31789.0,0.0,0.0,0.0,0.0,0.0
Hlavní město Praha,Běžné výdaje,51,513,5137,4329,107570.14,135050.0,281560.21,238064.0,77785.2,323953.12,696763.67,123269.45,288100.69,16068.0,0.0,431413.2
Hlavní město Praha,Běžné výdaje,51,513,5137,4333,0.0,52934.0,10736.0,35539.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hlavní město Praha,Běžné výdaje,51,513,5137,4339,189359.1,514040.61,221151.92,181859.0,173315.0,955691.28,634162.68,299269.82,422952.94,104913.96999999997,0.0,167695.26
Hlavní město Praha,Běžné výdaje,51,513,5137,4341,0.0,0.0,0.0,0.0,0.0,0.0,9419.25,0.0,38324.47,3485.0,0.0,0.0
Hlavní město Praha,Běžné výdaje,51,513,5137,4342,3137.0,120947.0,118781.45,15778.0,15379.0,112878.0,214731.17,47651.0,118351.6,39599.00000000001,0.0,40712.27
Hlavní město Praha,Běžné výdaje,51,513,5137,4344,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hlavní město Praha,Běžné výdaje,51,513,5137,4349,23116.0,0.0,285131.0,800719.72,21776.07,76759.36,280395.32,316273.38,99676.15,49416.0,0.0,111643.0
Hlavní město Praha,Běžné výdaje,51,513,5137,4350,0.0,30250.0,0.0,17905.0,14219.0,0.0,0.0,9678.0,6649.0,4724862.49,0.0,0.0
Hlavní město Praha,Běžné výdaje,51,513,5137,4351,37384.0,7909992.58,148638.81,133378.0,74898.0,63267.75,115411.34,324850.28,44787.28,112080.95,0.0,0.0
Hlavní město Praha,Běžné výdaje,51,513,5137,4352,0.0,104000.0,45760.0,28250.0,14896.0,0.0,58064.0,0.0,13770.0,41310.0,0.0,0.0
Hlavní město Praha,Běžné výdaje,51,513,5137,4354,0.0,24493.43,7837.0,712088.89,32395.8,0.0,0.0,1380.0,38647.9,6288.0,0.0,0.0
Hlavní město Praha,Běžné výdaje,51,513,5137,4356,0.0,0.0,0.0,0.0,229559.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hlavní město Praha,Běžné výdaje,51,513,5137,4357,0.0,59045.58,5440.0,115185.95,0.0,13700.0,0.0,14620.0,69852.82,44418.7,0.0,0.0
Hlavní město Praha,Běžné výdaje,51,513,5137,4359,0.0,0.0,310602.3,1530122.38,492527.19,17698.97,162476.86,2595840.32,43163.31,0.0,0.0,4677.0
Hlavní město Praha,Běžné výdaje,51,513,5137,4371,0.0,0.0,0.0,178472.32,160874.41,28024.0,28222.99,74520.0,6601.01,20877.0,0.0,0.0
Hlavní město Praha,Běžné výdaje,51,513,5137,4372,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hlavní město Praha,Běžné výdaje,51,513,5137,4373,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hlavní město Praha,Běžné výdaje,51,513,5137,4374,0.0,0.0,0.0,2025509.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hlavní město Praha,Běžné výdaje,51,513,5137,4375,0.0,0.0,0.0,0.0,36300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hlavní město Praha,Běžné výdaje,51,513,5137,4376,0.0,0.0,0.0,0.0,0.0,562679.92,0.0,0.0,0.0,0.0,0.0,0.0
Hlavní město Praha,Běžné výdaje,51,513,5137,4379,14637.0,10970.0,1200766.47,40620.86,99009.3,32478.0,130703.0,113074.84,160944.0,70990.00999999998,0.0,148436.29
Hlavní město Praha,Běžné výdaje,51,513,5137,4399,220538.0,131070.96,301138.77,28164.0,501144.71,28478.0,139950.24,2489.0,66489.6,169109.0,0.0,0.0
Hlavní město Praha,Běžné výdaje,51,513,5137,5212,39765.0,11038.0,96090.2,106064.0,51129.0,278655.0,323063.57,239475.0,852488.84,1067939.89,0.0,0.0
Hlavní město Praha,Běžné výdaje,51,513,5137,5213,0.0,0.0,0.0,0.0,0.0,16799288.39,2312073.8,1121143.4,256737.59,0.0,0.0,0.0
Hlavní město Praha,Běžné výdaje,51,513,5137,5219,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50471.52,0.0,0.0,0.0,0.0
Hlavní město Praha,Běžné výdaje,51,513,5137,5272,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hlavní město Praha,Běžné výdaje,51,513,5137,5273,0.0,0.0,0.0,0.0,85936.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hlavní město Praha,Běžné výdaje,51,513,5137,5279,0.0,0.0,0.0,0.0,0.0,0.0,0.0,433417.53,49482.0,21492.0,0.0,0.0
Hlavní město Praha,Běžné výdaje,51,513,5137,5299,0.0,0.0,4929.0,17787.0,0.0,0.0,4767.4,0.0,0.0,0.0,0.0,0.0
Hlavní město Praha,Běžné výdaje,51,513,5137,5311,14043864.6,12377356.4,23231076.17,9809750.86,16761245.34,8436608.57,25695821.84,4730852.07,6026385.46,6823866.47,0.0,0.0
Hlavní město Praha,Běžné výdaje,51,513,5137,5399,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,102449.65,0.0,0.0
Hlavní město Praha,Běžné výdaje,51,513,5137,5511,0.0,0.0,0.0,0.0,99003.0,0.0,0.0,0.0,61722.0,5970.68,0.0,0.0
Hlavní město Praha,Běžné výdaje,51,513,5137,5512,3744593.38,2803033.46,3919553.03,4338228.86,9002000.77,8727035.09,4307485.98,4745071.17,6702438.85,5801914.5,0.0,232357.95
Hlavní město Praha,Běžné výdaje,51,513,5137,5521,290040.65,946057.17,390143.5,725473.67,1383314.53,2589603.28,643389.67,1218261.13,703405.31,4406087.04,0.0,0.0
Hlavní město Praha,Běžné výdaje,51,513,5137,6112,1208366.17,211502.0,312070.7,662580.8,333053.72,80992.29,92007.29,350753.0,357092.55,40244.0,0.0,0.0
Hlavní město Praha,Běžné výdaje,51,513,5137,6114,0.0,0.0,330139.64,0.0,0.0,0.0,425745.28,0.0,0.0,0.0,0.0,0.0
Hlavní město Praha,Běžné výdaje,51,513,5137,6115,4240.0,165152.7,0.0,401077.5,0.0,111940.88,0.0,604944.43,0.0,0.0,0.0,69260.4
Hlavní město Praha,Běžné výdaje,51,513,5137,6117,0.0,0.0,0.0,0.0,180455.0,0.0,0.0,0.0,0.0,43835.0,0.0,51543.8
Hlavní město Praha,Běžné výdaje,51,513,5137,6118,0.0,0.0,147382.0,65989.11,0.0,0.0,0.0,304925.9,13634.28,0.0,0.0,0.0
Hlavní město Praha,Běžné výdaje,51,513,5137,6171,80746943.72,76836492.34,100577165.51,116087016.61,80621184.13,113262129.56,89603905.04,70430095.03,80960806.55,100601063.30000001,0.0,288704.13
Hlavní město Praha,Běžné výdaje,51,513,5137,6211,687352.13,1367338.26,1545433.75,3208782.86,759779.5,663404.45,303958.18,919343.75,270954.04,439104.54,0.0,0.0
Hlavní město Praha,Běžné výdaje,51,513,5137,6221,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7473132.06,441902.84,0.0,0.0,20736.0
Hlavní město Praha,Běžné výdaje,51,513,5137,6409,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hlavní město Praha,Běžné výdaje,51,513,5138,3314,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hlavní město Praha,Běžné výdaje,51,513,5138,3319,0.0,16087.5,0.0,0.0,2703.0,0.0,0.0,990425.17,7273.0,6103.0,0.0,0.0
Hlavní město Praha,Běžné výdaje,51,513,5138,3349,0.0,0.0,0.0,129386.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hlavní město Praha,Běžné výdaje,51,513,5138,3399,0.0,0.0,0.0,0.0,27533.2,1856.93,0.0,71478.0,54450.0,104959.17,0.0,0.0
Hlavní město Praha,Běžné výdaje,51,513,5138,3749,12527.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hlavní město Praha,Běžné výdaje,51,513,5138,4359,0.0,0.0,26400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hlavní město Praha,Běžné výdaje,51,513,5138,4379,700000.0,699971.0,699971.0,699985.0,699971.0,699960.0,0.0,749000.0,809970.0,829920.0,0.0,0.0
Hlavní město Praha,Běžné výdaje,51,513,5138,6171,0.0,2270.0,8124.0,19338.52,35266.0,5999.0,0.0,6819.9,23236.0,0.0,0.0,0.0
Hlavní město Praha,Běžné výdaje,51,513,5139,1014,0.0,0.0,0.0,3946.0,0.0,0.0,0.0,0.0,0.0,433.0,0.0,0.0
Hlavní město Praha,Běžné výdaje,51,513,5139,1031,0.0,0.0,0.0,0.0,0.0,0.0,416967.0,0.0,0.0,0.0,0.0,0.0
Hlavní město Praha,Běžné výdaje,51,513,5139,1037,0.0,0.0,27104.0,0.0,0.0,369380.0,25954.5,0.0,0.0,0.0,0.0,0.0
Hlavní město Praha,Běžné výdaje,51,513,5139,1039,0.0,12000.0,0.0,0.0,14134.0,0.0,0.0,11250.0,0.0,19830.0,0.0,0.0
Hlavní město Praha,Běžné výdaje,51,513,5139,2115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hlavní město Praha,Běžné výdaje,51,513,5139,2141,0.0,36276.0,52058.0,109087.0,0.0,0.0,0.0,0.0,4184.13,0.0,0.0,0.0
Hlavní město Praha,Běžné výdaje,51,513,5139,2142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18792.51,0.0,0.0,0.0
Hlavní město Praha,Běžné výdaje,51,513,5139,2143,0.0,70178.87,4092.3,17981.8,20752.0,68350.76,23988.5,25184.3,44570.35,27021.22,0.0,0.0
Hlavní město Praha,Běžné výdaje,51,513,5139,2169,0.0,0.0,0.0,11868.0,92040.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hlavní město Praha,Běžné výdaje,51,513,5139,2212,6054617.04,29647501.72,69833580.47,62576832.02,1483465.59,1591491.05,2014150.52,1725504.28,2085807.49,2221090.59,0.0,0.0
Hlavní město Praha,Běžné výdaje,51,513,5139,2219,160840.3,149742.19,1019787.24,380620.53,186009.4,96306.82,93032.76,178955.5,142680.52,291951.57,0.0,0.0
Hlavní město Praha,Běžné výdaje,51,513,5139,2221,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11070.0,0.0,0.0,0.0
Hlavní město Praha,Běžné výdaje,51,513,5139,2223,0.0,0.0,0.0,0.0,0.0,4561.7,7949.7,44476.61,36352.66,111163.19,0.0,0.0
Hlavní město Praha,Běžné výdaje,51,513,5139,2229,59763.23,126853.85,137984.55,125035.9,51625.66,101912.25,77808.15,91780.01,49050.61,177598.35,0.0,0.0
Hlavní město Praha,Běžné výdaje,51,513,5139,2291,0.0,0.0,0.0,0.0,999.0,1966.0,2581.0,0.0,0.0,0.0,0.0,0.0
Hlavní město Praha,Běžné výdaje,51,513,5139,2299,116352.0,442458.03,343164.81,620658.37,199928.76,175741.17,148626.1,13785.0,2926.0,4971.0,0.0,0.0
Hlavní město Praha,Běžné výdaje,51,513,5139,2310,0.0,0.0,0.0,0.0,1376.0,202532.22,0.0,403565.02,17807.04,2572.0,0.0,0.0
Hlavní město Praha,Běžné výdaje,51,513,5139,2321,0.0,0.0,0.0,0.0,6730.0,13031.7,3918.0,0.0,63976.95,18101.47,0.0,0.0
Hlavní město Praha,Běžné výdaje,51,513,5139,2333,26741.0,0.0,544994.89,197534.92,110690.8,215827.7,44745.8,289620.0,491143.65,631796.1,0.0,0.0
Hlavní město Praha,Běžné výdaje,51,513,5139,2334,5582.0,8261.0,3337.0,0.0,0.0,0.0,515.0,0.0,0.0,0.0,0.0,0.0
Hlavní město Praha,Běžné výdaje,51,513,5139,2349,0.0,0.0,0.0,0.0,0.0,10868.0,11710.0,10320.0,26689.0,17535.0,0.0,0.0
Hlavní město Praha,Běžné výdaje,51,513,5139,2399,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2400.0,0.0,0.0
Hlavní město Praha,Běžné výdaje,51,513,5139,2411,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1688.0,1841.0,0.0,0.0
Hlavní město Praha,Běžné výdaje,51,513,5139,2510,0.0,0.0,0.0,203280.0,0.0,0.0,0.0,0.0,210228.73,0.0,0.0,0.0
Hlavní město Praha,Běžné výdaje,51,513,5139,2590,0.0,0.0,7033.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hlavní město Praha,Běžné výdaje,51,513,5139,3111,1832538.44,2666389.28,2184716.68,526190.91,252999.45,2385445.22,714412.37,1928467.21,300275.25,2077474.76,0.0,0.0
Hlavní město Praha,Běžné výdaje,51,513,5139,3113,486200.03,886752.88,2241043.08,798592.38,682704.06,4894379.04,917670.45,1438263.61,2141512.44,1031889.48,0.0,28932.0
Hlavní město Praha,Běžné výdaje,51,513,5139,3115,132337.39,3487.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hlavní město Praha,Běžné výdaje,51,513,5139,3117,16640.0,74430.0,0.0,277972.0,501221.8,0.0,15367.0,69032.13,369833.0,2032.0,0.0,0.0
Hlavní město Praha,Běžné výdaje,51,513,5139,3118,0.0,0.0,0.0,0.0,0.0,174823.6,0.0,56194.24,0.0,148331.78,0.0,0.0
Hlavní město Praha,Běžné výdaje,51,513,5139,3119,32006.0,40744.0,185935.05,402502.64,178493.84,599967.17,747259.78,250812.29,71273.29,206554.72999999998,0.0,94660.74
Hlavní město Praha,Běžné výdaje,51,513,5139,3141,17456.4,0.0,0.0,4370.0,0.0,0.0,20620.82,0.0,14062.0,0.0,0.0,0.0
Hlavní město Praha,Běžné výdaje,51,513,5139,3143,54231.0,52421.78,70030.05,88642.85,99140.22,40712.95,109998.8,700.0,0.0,0.0,0.0,0.0
Hlavní město Praha,Běžné výdaje,51,513,5139,3144,0.0,0.0,0.0,35431.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hlavní město Praha,Běžné výdaje,51,513,5139,3149,8865.0,28948.25,4811.0,3393.0,13741.9,84296.0,115241.0,284163.0,29137.2,13445.7,0.0,0.0
